### SYSTEM         = Linux lass 4.14.11realbaseline+ #2 SMP Wed Jan 15 02:52:58 PST 2020 x86_64 x86_64 x86_64 GNU/Linux
### DISK_SIZE      = 32G
### DURATION       = 30s
### DIRECTIO       = bufferedio,directio
### MEDIA_TYPES    = ssd,hdd,nvme,mem
### FS_TYPES       = ext4,ext4_no_jnl,xfs,btrfs,f2fs
### BENCH_TYPES    = DWAL,DWOL,DWOM,DWSL,DWSM,MWRL,MWRM,MWCL,MWCM,MWUM,MWUL,DWTL,DWSM10,DWSM100,DWSM1000,DWSM10000,DWSL10,DWSL100,DWSL1000,DWSL10000,filebench_varmail,filebench_oltp,filebench_fileserver,dbench_client,MRPL,MRPM,MRPH,MRDM,MRDL,DRBH,DRBM,DRBL,DWRM
### NCORES         = 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
### CORE_SEQ       = 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119


### MODEL_NAME     = Intel(R) Xeon(R) CPU E7-8870 v2 @ 2.30GHz
### PHYSICAL_CHIPS = 8
### CORE_PER_CHIP  = 15
### SMT_LEVEL      = 1


## nvme:f2fs:DRBL:120:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

115 30.001628 972835.000000 32426.073660 30.0937 4.5 0 35.43 2639.61 905.88 0 0 0 0 0.125508 0 0.988169 73.6207 25.2657 0 0 0 0

## nvme:f2fs:DRBL:114:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

114 30.002367 972927.000000 32428.341091 30.0978 2.3 0 35.08 2640.52 906.77 0 0.01 0 0 0.0641619 0 0.978609 73.6612 25.2957 0 0.000278965 0 0

## nvme:f2fs:DRBL:113:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

113 30.002193 972829.000000 32425.263209 30.0965 2.79 0 34.35 2670.26 876.71 0 0 0 0 0.0778436 0 0.958397 74.5027 24.461 0 0 0 0

## nvme:f2fs:DRBL:112:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

112 30.004035 972963.000000 32427.738353 30.0982 2.8 0 34.28 2670.9 875.43 0 0 0 0 0.0781379 0 0.956631 74.5351 24.4301 0 0 0 0

## nvme:f2fs:DRBL:111:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

111 30.003077 972909.000000 32426.974229 30.0952 2.2 0 35.52 2669.7 874.84 0 0.01 0 0 0.0614136 0 0.99155 74.5254 24.4214 0 0.000279153 0 0

## nvme:f2fs:DRBL:110:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

110 30.001051 972860.000000 32427.531084 30.0919 2.1 0 35.06 2670.51 874.8 0 0 0 0 0.0586188 0 0.978654 74.5438 24.4189 0 0 0 0

## nvme:f2fs:DRBL:109:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

109 30.000919 972941.000000 32430.373335 30.092 2.37 0 34.78 2699.57 847.14 0 0 0 0 0.0661298 0 0.970462 75.3258 23.6376 0 0 0 0

## nvme:f2fs:DRBL:108:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

108 30.003545 973053.000000 32431.267645 30.0946 2.56 0 34.03 2701.77 847.08 0 0.01 0 0 0.0713997 0 0.949114 75.3537 23.6255 0 0.000278905 0 0

## nvme:f2fs:DRBL:107:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

107 30.000461 972749.000000 32424.467916 30.0908 2.71 0 33.74 2701.57 847.95 0 0 0 0 0.0755723 0 0.940889 75.3372 23.6463 0 0 0 0

## nvme:f2fs:DRBL:106:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

106 30.000775 972938.000000 32430.429115 30.0932 2.64 0 34.55 2701.08 846.99 0 0.01 0 0 0.0736346 0 0.963665 75.3383 23.6242 0 0.000278919 0 0

## nvme:f2fs:DRBL:105:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

105 30.001959 972849.000000 32426.183075 30.094 2.58 0 33.36 2731.53 818.69 0 0 0 0 0.0719432 0 0.930243 76.1687 22.8292 0 0 0 0

## nvme:f2fs:DRBL:104:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

104 30.000598 972889.000000 32428.986967 30.091 2.04 0 34.25 2730.77 818.4 0 0 0 0 0.0568965 0 0.955247 76.1623 22.8255 0 0 0 0

## nvme:f2fs:DRBL:103:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

103 30.002609 972966.000000 32429.379809 30.0944 2.51 0 33.52 2732.46 818.21 0 0 0 0 0.0699808 0 0.934564 76.1831 22.8123 0 0 0 0

## nvme:f2fs:DRBL:102:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

102 30.001381 972651.000000 32420.207463 30.0922 2.17 0 33.07 2763.15 788.7 0 0 0 0 0.0604947 0 0.921917 77.0304 21.9872 0 0 0 0

## nvme:f2fs:DRBL:101:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

101 30.000246 972714.000000 32423.534127 30.0911 2.63 0 33.54 2762.77 789.04 0 0 0 0 0.0733003 0 0.934788 77.0007 21.9912 0 0 0 0

## nvme:f2fs:DRBL:100:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

100 30.001009 972749.000000 32423.875798 30.0936 2.54 0 33.67 2762.44 788.19 0 0 0 0 0.0708144 0 0.938709 77.016 21.9745 0 0 0 0

## nvme:f2fs:DRBL:99:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

99 30.001421 972889.000000 32428.097792 30.0933 2.5 0 33.09 2763.54 788.97 0 0 0 0 0.0696748 0 0.922215 77.0196 21.9885 0 0 0 0

## nvme:f2fs:DRBL:98:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

98 30.001130 972629.000000 32419.745192 30.0935 4.24 0 33.16 2792.99 759.03 0 0 0 0 0.118125 0 0.923826 77.8117 21.1463 0 0 0 0

## nvme:f2fs:DRBL:97:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

97 30.001918 972836.000000 32425.793789 30.1009 3.34 0 32.53 2792.87 759.42 0 0 0 0 0.0930839 0 0.906593 77.8357 21.1646 0 0 0 0

## nvme:f2fs:DRBL:96:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

96 30.003545 973090.000000 32432.500848 30.0939 2.42 0 32.77 2793.93 758.61 0 0.01 0 0 0.0674519 0 0.913388 77.8744 21.1445 0 0.000278727 0 0

## nvme:f2fs:DRBL:95:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

95 30.002861 972875.000000 32426.074641 30.0932 2.38 0 32.5 2794 759.77 0 0 0 0 0.0663202 0 0.905633 77.8566 21.1715 0 0 0 0

## nvme:f2fs:DRBL:94:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

94 30.001862 972870.000000 32426.987273 30.0916 2.42 0 31.98 2823.17 729.96 0 0.01 0 0 0.0674557 0 0.891419 78.6938 20.3471 0 0.000278743 0 0

## nvme:f2fs:DRBL:93:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

93 30.002455 974810.000000 32491.007551 30.0932 2.54 0 31.77 2824.34 730.6 0 0.02 0 0 0.0707665 0 0.885138 78.6884 20.3551 0 0.000557216 0 0

## nvme:f2fs:DRBL:92:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

92 30.001234 972861.000000 32427.366143 30.0902 2.43 0 31.64 2824.17 729.99 0 0 0 0 0.0677214 0 0.881772 78.7065 20.344 0 0 0 0

## nvme:f2fs:DRBL:91:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

91 30.002205 974958.000000 32496.211778 30.0933 2.59 0 31.42 2825.42 731.19 0 0 0 0 0.0721324 0 0.875058 78.6889 20.3639 0 0 0 0

## nvme:f2fs:DRBL:90:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

90 30.001678 972635.000000 32419.353200 30.0991 2.77 0 29.56 2855.57 702.94 0 0 0 0 0.0771407 0 0.823206 79.5237 19.5759 0 0 0 0

## nvme:f2fs:DRBL:89:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

89 30.000117 974921.000000 32497.240134 30.0914 2.41 0 31.54 2854.83 702.04 0 0 0 0 0.0671156 0 0.878351 79.5036 19.551 0 0 0 0

## nvme:f2fs:DRBL:88:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

88 30.003592 972862.000000 32424.851379 30.0929 2.51 0 31.41 2855.18 702.93 0 0 0 0 0.0698769 0 0.874436 79.4865 19.5692 0 0 0 0

## nvme:f2fs:DRBL:87:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

87 30.002821 974887.000000 32493.178389 30.0925 2.43 0 31.29 2884.69 672.96 0 0 0 0 0.0676622 0 0.871255 80.3228 18.7383 0 0 0 0

## nvme:f2fs:DRBL:86:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

86 30.000302 972715.000000 32423.507377 30.0899 1.96 0 30.77 2885.4 672.38 0 0 0 0 0.0545883 0 0.856981 80.3618 18.7266 0 0 0 0

## nvme:f2fs:DRBL:85:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

85 30.000452 974919.000000 32496.810458 30.0917 2.4 0 31.03 2885.31 673.63 0 0 0 0 0.0668083 0 0.863775 80.3177 18.7517 0 0 0 0

## nvme:f2fs:DRBL:84:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

84 30.002257 972957.000000 32429.459941 30.0916 2.34 0 29.86 2886.69 673.08 0 0 0 0 0.0651453 0 0.831299 80.3651 18.7385 0 0 0 0

## nvme:f2fs:DRBL:83:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

83 30.001136 974893.000000 32495.203162 30.0918 2.07 0 29.99 2915.7 643.5 0 0 0 0 0.0576399 0 0.835083 81.1888 17.9185 0 0 0 0

## nvme:f2fs:DRBL:82:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

82 30.002162 972759.000000 32422.963174 30.0914 2.4 0 30.71 2916.91 642.56 0 0 0 0 0.0668044 0 0.854817 81.1926 17.8858 0 0 0 0

## nvme:f2fs:DRBL:81:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

81 30.001390 974902.000000 32495.227200 30.0893 1.98 0 29.36 2916.59 643.66 0 0 0 0 0.0551288 0 0.817465 81.2061 17.9213 0 0 0 0

## nvme:f2fs:DRBL:80:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

80 30.001588 973005.000000 32431.783724 30.0906 2.28 0 29.68 2916.81 642.84 0 0.01 0 0 0.0634811 0 0.826368 81.2115 17.8983 0 0.000278426 0 0

## nvme:f2fs:DRBL:79:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

79 30.002557 974906.000000 32494.096607 30.0945 3.57 0 28.78 2947.59 614.76 0 0 0 0 0.0993129 0 0.800623 81.9982 17.1018 0 0 0 0

## nvme:f2fs:DRBL:78:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

78 30.002399 972800.000000 32424.073281 30.0917 2.31 0 28.87 2947.17 614.46 0 0 0 0 0.0642951 0 0.803549 82.0297 17.1025 0 0 0 0

## nvme:f2fs:DRBL:77:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

77 30.000427 974843.000000 32494.304586 30.0901 2.09 0 29.52 2947.67 614.06 0 0 0 0 0.0581632 0 0.82152 82.0315 17.0888 0 0 0 0

## nvme:f2fs:DRBL:76:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

76 30.002276 972866.000000 32426.406157 30.0935 2.2 0 28.23 2949.06 614.44 0 0.02 0 0 0.061214 0 0.785487 82.0562 17.0965 0 0.000556491 0 0

## nvme:f2fs:DRBL:75:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

75 30.002087 974887.000000 32493.973298 30.0901 2.51 0 28.14 2978.35 586.33 0 0.01 0 0 0.0698126 0 0.78268 82.8392 16.3081 0 0.000278138 0 0

## nvme:f2fs:DRBL:74:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

74 30.002403 972821.000000 32424.769881 30.0912 3.21 0 28.27 2979.02 585.99 0 0 0 0 0.0892537 0 0.786044 82.8313 16.2934 0 0 0 0

## nvme:f2fs:DRBL:73:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

73 30.001214 974932.000000 32496.418786 30.0897 1.75 0 27.58 2979.19 585.78 0 0 0 0 0.0486882 0 0.767326 82.8865 16.2975 0 0 0 0

## nvme:f2fs:DRBL:72:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

72 30.002518 972758.000000 32422.544839 30.0935 1.81 0 28.04 3008.88 555.74 0 0 0 0 0.0503551 0 0.780087 83.7086 15.461 0 0 0 0

## nvme:f2fs:DRBL:71:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

71 30.001455 974901.000000 32495.124368 30.0907 2.12 0 28.15 3008.53 555.9 0 0.01 0 0 0.0589756 0 0.783095 83.6933 15.4644 0 0.000278187 0 0

## nvme:f2fs:DRBL:70:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

70 30.002366 972959.000000 32429.409500 30.0915 1.68 0 27.61 3009.55 555.58 0 0 0 0 0.0467391 0 0.768135 83.7284 15.4567 0 0 0 0

## nvme:f2fs:DRBL:69:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

69 30.000777 974745.000000 32490.658523 30.0903 1.83 0 27.72 3009.49 555.75 0 0 0 0 0.050907 0 0.771116 83.7181 15.4599 0 0 0 0

## nvme:f2fs:DRBL:68:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

68 30.002206 972734.000000 32422.082468 30.0914 2.12 0 28.08 3039.42 526.39 0 0 0 0 0.0589542 0 0.780865 84.522 14.6382 0 0 0 0

## nvme:f2fs:DRBL:67:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

67 30.001727 974897.000000 32494.695587 30.0927 2.07 0 27.11 3040.26 526.92 0 0.01 0 0 0.057558 0 0.753816 84.5369 14.6514 0 0.000278058 0 0

## nvme:f2fs:DRBL:66:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

66 30.000886 972783.000000 32425.142770 30.0924 1.94 0 27.93 3039.93 526.91 0 0 0 0 0.0539382 0 0.776543 84.5197 14.6498 0 0 0 0

## nvme:f2fs:DRBL:65:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

65 30.001834 974840.000000 32492.679781 30.0906 1.89 0 26.91 3040.2 526.91 0 0 0 0 0.0525597 0 0.74835 84.5461 14.653 0 0 0 0

## nvme:f2fs:DRBL:64:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

64 30.001693 972709.000000 32421.803258 30.09 2.03 0 26.87 3070.54 496.91 0 0 0 0 0.0564461 0 0.747146 85.3793 13.8171 0 0 0 0

## nvme:f2fs:DRBL:63:directio
# ncpu secs works works/sec real.sec user.sec nice.sec sys.sec idle.sec iowait.sec irq.sec softirq.sec steal.sec guest.sec user.util nice.util sys.util idle.util iowait.util irq.util softirq.util steal.util guest.util

63 30.001078 974747.000000 32490.399591 30.0909 1.84 0 27.29 3070.33 496.27 0 0 0 0 0.0511718 0 0.758956 85.3882 13.8016 0 0 0 0

## nvme:f2fs:DRBL:62:directio
